 &plot nbnd= 100, nks=   174 /
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.516  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403   0.026   0.516   0.657   0.850   0.977   1.206   1.242   1.480
   1.530   1.700   1.747   1.846   1.990   2.131   2.179   2.302   2.373   2.450
   2.597   2.697   2.727   2.865   2.931   2.963   3.096   3.263   3.345   3.428
   3.498   3.531   3.602   3.762   3.853   3.871   3.941   4.043   4.091   4.112
            0.277778  0.000000  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.516  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.402   0.039   0.493   0.644   0.855   0.977   1.221   1.256   1.453
   1.536   1.682   1.730   1.862   1.968   2.125   2.205   2.337   2.386   2.518
   2.601   2.673   2.763   2.857   2.908   2.970   3.069   3.244   3.330   3.412
   3.522   3.544   3.619   3.751   3.845   3.883   3.945   4.028   4.084   4.120
            0.333333  0.000000  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.516  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.402   0.053   0.466   0.638   0.864   0.980   1.234   1.262   1.414
   1.546   1.664   1.721   1.890   1.959   2.124   2.224   2.346   2.408   2.575
   2.612   2.643   2.746   2.876   2.886   3.015   3.073   3.209   3.306   3.387
   3.515   3.578   3.643   3.753   3.793   3.892   3.961   4.012   4.089   4.148
            0.388889  0.000000  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.516  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.402   0.066   0.440   0.636   0.873   0.982   1.245   1.263   1.381
   1.549   1.648   1.713   1.915   1.976   2.133   2.235   2.348   2.415   2.543
   2.623   2.672   2.745   2.854   2.916   3.068   3.094   3.167   3.282   3.359
   3.486   3.617   3.666   3.748   3.768   3.876   3.966   4.006   4.102   4.159
            0.444444  0.000000  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.516  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.402   0.075   0.422   0.636   0.880   0.985   1.253   1.262   1.360
   1.549   1.639   1.703   1.924   2.006   2.155   2.248   2.342   2.394   2.501
   2.628   2.695   2.776   2.839   2.958   3.065   3.120   3.149   3.270   3.342
   3.448   3.642   3.671   3.741   3.782   3.850   3.966   3.998   4.109   4.154
            0.500000  0.000000  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.516  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.505
  -0.738  -0.402   0.079   0.415   0.636   0.883   0.986   1.256   1.261   1.352
   1.549   1.637   1.699   1.926   2.017   2.170   2.264   2.322   2.379   2.491
   2.626   2.704   2.788   2.839   3.004   3.023   3.111   3.172   3.260   3.348
   3.423   3.649   3.669   3.747   3.791   3.835   3.966   3.993   4.108   4.153
            0.000000  0.500000  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.552 -12.369
 -12.005 -11.838 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.056
  -9.849  -9.784  -9.620  -9.328  -9.223  -8.875  -8.660  -8.623  -8.524  -8.390
  -8.382  -8.311  -8.199  -8.166  -7.940  -7.378  -7.199  -7.125  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.461  -4.213  -3.768  -1.505
  -0.736  -0.402   0.061   0.538   0.569   0.840   1.001   1.137   1.340   1.420
   1.538   1.627   1.736   1.836   2.063   2.137   2.182   2.297   2.379   2.529
   2.698   2.725   2.817   2.852   2.909   3.055   3.131   3.220   3.324   3.356
   3.475   3.536   3.634   3.702   3.781   3.867   3.913   4.021   4.052   4.178
            0.000000  0.444444  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.552 -12.369
 -12.005 -11.838 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.056
  -9.849  -9.784  -9.620  -9.328  -9.223  -8.875  -8.660  -8.623  -8.524  -8.390
  -8.382  -8.311  -8.199  -8.166  -7.940  -7.378  -7.199  -7.125  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.461  -4.213  -3.768  -1.505
  -0.737  -0.402   0.059   0.541   0.571   0.839   1.001   1.135   1.336   1.426
   1.543   1.628   1.742   1.837   2.055   2.109   2.183   2.306   2.389   2.535
   2.706   2.726   2.796   2.855   2.915   3.018   3.146   3.213   3.303   3.378
   3.485   3.547   3.642   3.708   3.773   3.874   3.918   4.016   4.046   4.171
            0.000000  0.388889  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.552 -12.369
 -12.005 -11.838 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.849  -9.784  -9.620  -9.328  -9.223  -8.874  -8.660  -8.623  -8.524  -8.390
  -8.382  -8.311  -8.198  -8.166  -7.940  -7.378  -7.199  -7.125  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.461  -4.212  -3.768  -1.505
  -0.737  -0.402   0.052   0.548   0.580   0.838   1.000   1.127   1.326   1.442
   1.557   1.628   1.760   1.840   2.015   2.085   2.169   2.319   2.408   2.553
   2.705   2.733   2.770   2.859   2.902   2.990   3.109   3.224   3.285   3.418
   3.488   3.575   3.662   3.712   3.778   3.870   3.943   4.005   4.034   4.138
            0.000000  0.333333  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.552 -12.369
 -12.005 -11.838 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.874  -8.660  -8.623  -8.523  -8.389
  -8.382  -8.311  -8.198  -8.166  -7.940  -7.378  -7.199  -7.125  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.462  -4.212  -3.768  -1.505
  -0.737  -0.403   0.043   0.550   0.599   0.837   0.999   1.116   1.311   1.468
   1.578   1.625   1.787   1.845   1.963   2.077   2.146   2.317   2.430   2.572
   2.651   2.746   2.782   2.819   2.918   2.987   3.059   3.211   3.311   3.448
   3.477   3.595   3.682   3.716   3.803   3.857   3.967   3.998   4.030   4.098
            0.000000  0.277778  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.552 -12.369
 -12.005 -11.838 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.874  -8.661  -8.623  -8.523  -8.389
  -8.383  -8.311  -8.198  -8.166  -7.940  -7.378  -7.199  -7.125  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.462  -4.212  -3.768  -1.505
  -0.737  -0.403   0.032   0.550   0.626   0.837   0.999   1.103   1.292   1.497
   1.590   1.626   1.817   1.844   1.937   2.072   2.122   2.301   2.450   2.568
   2.596   2.731   2.758   2.835   2.925   2.989   3.050   3.211   3.335   3.448
   3.473   3.593   3.682   3.743   3.802   3.861   3.939   4.014   4.053   4.104
            0.000000  0.222222  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.838 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.874  -8.661  -8.623  -8.523  -8.389
  -8.383  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.125  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.462  -4.211  -3.768  -1.504
  -0.737  -0.403   0.022   0.548   0.655   0.841   1.001   1.092   1.273   1.515
   1.578   1.655   1.827   1.853   1.952   2.064   2.103   2.280   2.455   2.507
   2.579   2.684   2.752   2.858   2.918   2.991   3.102   3.229   3.348   3.415
   3.494   3.570   3.667   3.746   3.787   3.853   3.948   4.037   4.082   4.146
            0.000000  0.166667  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.874  -8.661  -8.623  -8.523  -8.388
  -8.384  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.125  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.463  -4.211  -3.768  -1.504
  -0.738  -0.403   0.013   0.546   0.679   0.849   1.008   1.082   1.252   1.489
   1.594   1.691   1.822   1.875   1.989   2.048   2.089   2.267   2.425   2.458
   2.543   2.655   2.746   2.865   2.929   3.004   3.158   3.263   3.348   3.397
   3.508   3.544   3.638   3.710   3.763   3.869   3.972   4.063   4.107   4.187
            0.000000  0.111111  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.388
  -8.384  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.058  -6.345
  -5.517  -5.222  -4.928  -4.764  -4.692  -4.523  -4.463  -4.211  -3.768  -1.504
  -0.738  -0.403   0.006   0.544   0.696   0.861   1.020   1.074   1.230   1.449
   1.622   1.723   1.828   1.891   2.019   2.036   2.081   2.267   2.372   2.425
   2.496   2.638   2.748   2.870   2.948   3.018   3.202   3.290   3.335   3.419
   3.486   3.535   3.596   3.692   3.752   3.880   3.981   4.076   4.106   4.220
            0.000000  0.055556  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403   0.001   0.543   0.705   0.870   1.034   1.070   1.209   1.420
   1.644   1.741   1.846   1.898   2.006   2.040   2.100   2.274   2.333   2.398
   2.451   2.626   2.755   2.878   2.960   3.026   3.234   3.290   3.349   3.449
   3.462   3.494   3.573   3.711   3.757   3.864   3.972   4.066   4.108   4.250
            0.000000  0.000000  0.000000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403  -0.000   0.543   0.708   0.874   1.041   1.068   1.200   1.410
   1.652   1.746   1.860   1.896   1.999   2.036   2.117   2.275   2.321   2.389
   2.429   2.622   2.759   2.882   2.963   3.028   3.247   3.284   3.373   3.435
   3.453   3.489   3.561   3.723   3.786   3.831   3.966   4.061   4.111   4.264
            0.000000  0.000000  0.055556
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403   0.002   0.531   0.713   0.878   1.037   1.076   1.203   1.415
   1.643   1.737   1.861   1.887   1.973   2.058   2.119   2.285   2.326   2.382
   2.454   2.628   2.751   2.869   2.948   3.049   3.230   3.278   3.354   3.429
   3.468   3.507   3.585   3.730   3.787   3.836   3.966   4.053   4.112   4.253
            0.000000  0.000000  0.111111
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403   0.008   0.500   0.724   0.889   1.030   1.093   1.212   1.431
   1.619   1.713   1.847   1.878   1.938   2.077   2.131   2.309   2.340   2.387
   2.496   2.645   2.735   2.841   2.924   3.068   3.200   3.260   3.331   3.417
   3.497   3.541   3.636   3.747   3.793   3.854   3.966   4.035   4.109   4.237
            0.000000  0.000000  0.166667
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.661  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403   0.019   0.460   0.734   0.905   1.027   1.113   1.225   1.454
   1.584   1.684   1.806   1.887   1.906   2.082   2.156   2.326   2.371   2.410
   2.530   2.664   2.727   2.822   2.898   3.052   3.170   3.257   3.324   3.403
   3.529   3.566   3.686   3.765   3.812   3.888   3.964   4.020   4.101   4.222
            0.000000  0.000000  0.222222
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.662  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403   0.033   0.416   0.742   0.924   1.028   1.136   1.241   1.473
   1.547   1.661   1.759   1.870   1.905   2.085   2.181   2.328   2.410   2.439
   2.545   2.663   2.744   2.829   2.883   3.020   3.127   3.273   3.331   3.385
   3.548   3.589   3.719   3.772   3.845   3.929   3.965   4.020   4.093   4.199
            0.000000  0.000000  0.277778
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.662  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.768  -1.504
  -0.738  -0.403   0.051   0.371   0.748   0.942   1.034   1.160   1.258   1.464
   1.517   1.659   1.717   1.841   1.920   2.090   2.202   2.315   2.438   2.461
   2.551   2.660   2.754   2.849   2.912   3.001   3.087   3.270   3.330   3.384
   3.542   3.616   3.739   3.763   3.879   3.927   4.009   4.039   4.089   4.179
            0.000000  0.000000  0.333333
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.511 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.662  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.769  -1.504
  -0.738  -0.403   0.072   0.327   0.752   0.957   1.044   1.186   1.275   1.431
   1.490   1.657   1.703   1.823   1.937   2.095   2.219   2.287   2.437   2.485
   2.552   2.658   2.761   2.876   2.962   3.009   3.069   3.248   3.299   3.403
   3.528   3.630   3.737   3.762   3.890   3.930   4.016   4.072   4.110   4.189
            0.000000  0.000000  0.388889
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.837 -11.512 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.662  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.769  -1.504
  -0.738  -0.403   0.094   0.288   0.754   0.967   1.057   1.214   1.289   1.396
   1.461   1.630   1.721   1.828   1.952   2.095   2.227   2.259   2.418   2.510
   2.550   2.641   2.791   2.908   2.969   3.059   3.087   3.217   3.265   3.403
   3.514   3.622   3.728   3.775   3.888   3.935   4.009   4.072   4.161   4.210
            0.000000  0.000000  0.444444
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.838 -11.512 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.662  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
  -5.517  -5.221  -4.928  -4.764  -4.692  -4.523  -4.463  -4.210  -3.769  -1.504
  -0.738  -0.403   0.115   0.258   0.755   0.974   1.067   1.241   1.293   1.370
   1.439   1.609   1.727   1.854   1.963   2.086   2.216   2.253   2.401   2.527
   2.548   2.622   2.820   2.939   2.970   3.091   3.120   3.183   3.261   3.377
   3.496   3.611   3.728   3.788   3.878   3.938   4.010   4.066   4.187   4.218
            0.000000  0.000000  0.500000
 -25.688 -24.750 -24.554 -24.430 -23.721 -21.677 -21.249 -21.142 -20.551 -18.342
 -17.864 -16.880 -16.404 -15.466 -14.397 -14.050 -13.204 -13.177 -12.551 -12.369
 -12.005 -11.838 -11.512 -11.355 -11.015 -10.698 -10.627 -10.379 -10.270 -10.057
  -9.850  -9.784  -9.620  -9.328  -9.223  -8.873  -8.662  -8.623  -8.523  -8.387
  -8.385  -8.311  -8.198  -8.166  -7.940  -7.378  -7.200  -7.124  -7.059  -6.345
