#  E (eV)   dos(E)     Int dos(E)
-22.170  0.3123E-81  0.1000E+02
-22.170  0.3123E-81  0.1000E+02
-22.169  0.3123E-81  0.1000E+02
-22.169  0.3123E-81  0.1000E+02
-22.168  0.3123E-81  0.1000E+02
-22.168  0.3123E-81  0.1000E+02
-22.167  0.3123E-81  0.1000E+02
-22.167  0.3123E-81  0.1000E+02
-22.166  0.3123E-81  0.1000E+02
-22.166  0.3123E-81  0.1000E+02
-22.165  0.3123E-81  0.1000E+02
-22.165  0.3123E-81  0.1000E+02
-22.164  0.3123E-81  0.1000E+02
-22.164  0.3123E-81  0.1000E+02
-22.163  0.3123E-81  0.1000E+02
-22.163  0.3123E-81  0.1000E+02
-22.162  0.3123E-81  0.1000E+02
-22.162  0.3123E-81  0.1000E+02
-22.161  0.3123E-81  0.1000E+02
-22.161  0.3123E-81  0.1000E+02
-22.160  0.3123E-81  0.1000E+02
-22.160  0.3123E-81  0.1000E+02
-22.159  0.3123E-81  0.1000E+02
-22.159  0.3123E-81  0.1000E+02
-22.158  0.3123E-81  0.1000E+02
-22.158  0.3123E-81  0.1000E+02
-22.157  0.3123E-81  0.1000E+02
-22.157  0.3123E-81  0.1000E+02
-22.156  0.3123E-81  0.1000E+02
-22.156  0.3123E-81  0.1000E+02
-22.155  0.3123E-81  0.1000E+02
-22.155  0.3123E-81  0.1000E+02
-22.154  0.3123E-81  0.1000E+02
-22.154  0.3123E-81  0.1000E+02
-22.153  0.3123E-81  0.1000E+02
-22.153  0.3123E-81  0.1000E+02
-22.152  0.3123E-81  0.1000E+02
-22.152  0.3123E-81  0.1000E+02
-22.151  0.3123E-81  0.1000E+02
-22.151  0.3123E-81  0.1000E+02
-22.150  0.3123E-81  0.1000E+02
-22.150  0.3123E-81  0.1000E+02
-22.149  0.3123E-81  0.1000E+02
-22.149  0.3123E-81  0.1000E+02
-22.148  0.3123E-81  0.1000E+02
-22.148  0.3123E-81  0.1000E+02
-22.147  0.3123E-81  0.1000E+02
-22.147  0.3123E-81  0.1000E+02
-22.146  0.3123E-81  0.1000E+02
-22.146  0.3123E-81  0.1000E+02
-22.145  0.3123E-81  0.1000E+02
-22.145  0.3123E-81  0.1000E+02
-22.144  0.3123E-81  0.1000E+02
-22.144  0.3123E-81  0.1000E+02
-22.143  0.3123E-81  0.1000E+02
-22.143  0.3123E-81  0.1000E+02
-22.142  0.3123E-81  0.1000E+02
-22.142  0.3123E-81  0.1000E+02
-22.141  0.3123E-81  0.1000E+02
-22.141  0.3123E-81  0.1000E+02
-22.140  0.3123E-81  0.1000E+02
-22.140  0.3123E-81  0.1000E+02
-22.139  0.3123E-81  0.1000E+02
-22.139  0.3123E-81  0.1000E+02
-22.138  0.3123E-81  0.1000E+02
-22.138  0.3123E-81  0.1000E+02
-22.137  0.3123E-81  0.1000E+02
-22.137  0.3123E-81  0.1000E+02
-22.136  0.3123E-81  0.1000E+02
-22.136  0.3123E-81  0.1000E+02
-22.135  0.3123E-81  0.1000E+02
-22.135  0.3123E-81  0.1000E+02
-22.134  0.3123E-81  0.1000E+02
-22.134  0.3123E-81  0.1000E+02
-22.133  0.3123E-81  0.1000E+02
-22.133  0.3123E-81  0.1000E+02
-22.132  0.3123E-81  0.1000E+02
-22.132  0.3123E-81  0.1000E+02
-22.131  0.3123E-81  0.1000E+02
-22.131  0.3123E-81  0.1000E+02
-22.130  0.3123E-81  0.1000E+02
-22.130  0.3123E-81  0.1000E+02
-22.129  0.3123E-81  0.1000E+02
-22.129  0.3123E-81  0.1000E+02
-22.128  0.3123E-81  0.1000E+02
-22.128  0.3123E-81  0.1000E+02
-22.127  0.3123E-81  0.1000E+02
-22.127  0.3123E-81  0.1000E+02
-22.126  0.3123E-81  0.1000E+02
-22.126  0.3123E-81  0.1000E+02
-22.125  0.3123E-81  0.1000E+02
-22.125  0.3123E-81  0.1000E+02
-22.124  0.3123E-81  0.1000E+02
-22.124  0.3123E-81  0.1000E+02
-22.123  0.3123E-81  0.1000E+02
-22.123  0.3123E-81  0.1000E+02
-22.122  0.3123E-81  0.1000E+02
-22.122  0.3123E-81  0.1000E+02
-22.121  0.3123E-81  0.1000E+02
-22.121  0.3123E-81  0.1000E+02
-22.120  0.3123E-81  0.1000E+02
-22.120  0.3123E-81  0.1000E+02
-22.119  0.3123E-81  0.1000E+02
-22.119  0.3123E-81  0.1000E+02
-22.118  0.3123E-81  0.1000E+02
-22.118  0.3123E-81  0.1000E+02
-22.117  0.3123E-81  0.1000E+02
-22.117  0.3123E-81  0.1000E+02
-22.116  0.3123E-81  0.1000E+02
-22.116  0.3123E-81  0.1000E+02
-22.115  0.3123E-81  0.1000E+02
-22.115  0.3123E-81  0.1000E+02
-22.114  0.3123E-81  0.1000E+02
-22.114  0.3123E-81  0.1000E+02
-22.113  0.3123E-81  0.1000E+02
-22.113  0.3123E-81  0.1000E+02
-22.112  0.3123E-81  0.1000E+02
-22.112  0.3123E-81  0.1000E+02
-22.111  0.3123E-81  0.1000E+02
-22.111  0.3123E-81  0.1000E+02
-22.110  0.3123E-81  0.1000E+02
-22.110  0.3123E-81  0.1000E+02
-22.109  0.3123E-81  0.1000E+02
-22.109  0.3123E-81  0.1000E+02
-22.108  0.3123E-81  0.1000E+02
-22.108  0.3123E-81  0.1000E+02
-22.107  0.3123E-81  0.1000E+02
-22.107  0.3123E-81  0.1000E+02
-22.106  0.3123E-81  0.1000E+02
-22.106  0.3123E-81  0.1000E+02
-22.105  0.3123E-81  0.1000E+02
-22.105  0.3123E-81  0.1000E+02
-22.104  0.3123E-81  0.1000E+02
-22.104  0.3123E-81  0.1000E+02
-22.103  0.3123E-81  0.1000E+02
-22.103  0.3123E-81  0.1000E+02
-22.102  0.3123E-81  0.1000E+02
-22.102  0.3123E-81  0.1000E+02
-22.101  0.3123E-81  0.1000E+02
-22.101  0.3123E-81  0.1000E+02
-22.100  0.3123E-81  0.1000E+02
-22.100  0.3123E-81  0.1000E+02
-22.099  0.3123E-81  0.1000E+02
-22.099  0.3123E-81  0.1000E+02
-22.098  0.3123E-81  0.1000E+02
-22.098  0.3123E-81  0.1000E+02
-22.097  0.3123E-81  0.1000E+02
-22.097  0.3123E-81  0.1000E+02
-22.096  0.3123E-81  0.1000E+02
-22.096  0.3123E-81  0.1000E+02
-22.095  0.3123E-81  0.1000E+02
-22.095  0.3123E-81  0.1000E+02
-22.094  0.3123E-81  0.1000E+02
-22.094  0.3123E-81  0.1000E+02
-22.093  0.3123E-81  0.1000E+02
-22.093  0.3123E-81  0.1000E+02
-22.092  0.3123E-81  0.1000E+02
-22.092  0.3123E-81  0.1000E+02
-22.091  0.3123E-81  0.1000E+02
-22.091  0.3123E-81  0.1000E+02
-22.090  0.3123E-81  0.1000E+02
-22.090  0.3123E-81  0.1000E+02
-22.089  0.3123E-81  0.1000E+02
-22.089  0.3123E-81  0.1000E+02
-22.088  0.3123E-81  0.1000E+02
-22.088  0.3123E-81  0.1000E+02
-22.087  0.3123E-81  0.1000E+02
-22.087  0.3123E-81  0.1000E+02
-22.086  0.3123E-81  0.1000E+02
-22.086  0.3123E-81  0.1000E+02
-22.085  0.3123E-81  0.1000E+02
-22.085  0.3123E-81  0.1000E+02
-22.084  0.3123E-81  0.1000E+02
-22.084  0.3123E-81  0.1000E+02
-22.083  0.3123E-81  0.1000E+02
-22.083  0.3123E-81  0.1000E+02
-22.082  0.3123E-81  0.1000E+02
-22.082  0.3123E-81  0.1000E+02
-22.081  0.3123E-81  0.1000E+02
-22.081  0.3123E-81  0.1000E+02
-22.080  0.3123E-81  0.1000E+02
-22.080  0.3123E-81  0.1000E+02
-22.079  0.3123E-81  0.1000E+02
-22.079  0.3123E-81  0.1000E+02
-22.078  0.3123E-81  0.1000E+02
-22.078  0.3123E-81  0.1000E+02
-22.077  0.3123E-81  0.1000E+02
-22.077  0.3123E-81  0.1000E+02
-22.076  0.3123E-81  0.1000E+02
-22.076  0.3123E-81  0.1000E+02
-22.075  0.3123E-81  0.1000E+02
-22.075  0.3123E-81  0.1000E+02
-22.074  0.3123E-81  0.1000E+02
-22.074  0.3123E-81  0.1000E+02
-22.073  0.3123E-81  0.1000E+02
-22.073  0.3123E-81  0.1000E+02
-22.072  0.3123E-81  0.1000E+02
-22.072  0.3123E-81  0.1000E+02
-22.071  0.3123E-81  0.1000E+02
-22.071  0.3123E-81  0.1000E+02
-22.070  0.3123E-81  0.1000E+02
-22.070  0.3123E-81  0.1000E+02
-22.069  0.3123E-81  0.1000E+02
-22.069  0.3123E-81  0.1000E+02
-22.068  0.3123E-81  0.1000E+02
-22.068  0.3123E-81  0.1000E+02
-22.067  0.3123E-81  0.1000E+02
-22.067  0.3123E-81  0.1000E+02
-22.066  0.3123E-81  0.1000E+02
-22.066  0.3123E-81  0.1000E+02
-22.065  0.3123E-81  0.1000E+02
-22.065  0.3123E-81  0.1000E+02
-22.064  0.3123E-81  0.1000E+02
-22.064  0.3123E-81  0.1000E+02
-22.063  0.3123E-81  0.1000E+02
-22.063  0.3123E-81  0.1000E+02
-22.062  0.3123E-81  0.1000E+02
-22.062  0.3123E-81  0.1000E+02
-22.061  0.3123E-81  0.1000E+02
-22.061  0.3123E-81  0.1000E+02
-22.060  0.3123E-81  0.1000E+02
-22.060  0.3123E-81  0.1000E+02
-22.059  0.3123E-81  0.1000E+02
-22.059  0.3123E-81  0.1000E+02
-22.058  0.3123E-81  0.1000E+02
-22.058  0.3123E-81  0.1000E+02
-22.057  0.3123E-81  0.1000E+02
-22.057  0.3123E-81  0.1000E+02
-22.056  0.3123E-81  0.1000E+02
-22.056  0.3123E-81  0.1000E+02
-22.055  0.3123E-81  0.1000E+02
-22.055  0.3123E-81  0.1000E+02
-22.054  0.3123E-81  0.1000E+02
-22.054  0.3123E-81  0.1000E+02
-22.053  0.3123E-81  0.1000E+02
-22.053  0.3123E-81  0.1000E+02
-22.052  0.3123E-81  0.1000E+02
-22.052  0.3123E-81  0.1000E+02
-22.051  0.3123E-81  0.1000E+02
-22.051  0.3123E-81  0.1000E+02
-22.050  0.3123E-81  0.1000E+02
-22.050  0.3123E-81  0.1000E+02
-22.049  0.3123E-81  0.1000E+02
-22.049  0.3123E-81  0.1000E+02
-22.048  0.3123E-81  0.1000E+02
-22.048  0.3123E-81  0.1000E+02
-22.047  0.3123E-81  0.1000E+02
-22.047  0.3123E-81  0.1000E+02
-22.046  0.3123E-81  0.1000E+02
-22.046  0.3123E-81  0.1000E+02
-22.045  0.3123E-81  0.1000E+02
-22.045  0.3123E-81  0.1000E+02
-22.044  0.3123E-81  0.1000E+02
-22.044  0.3123E-81  0.1000E+02
-22.043  0.3123E-81  0.1000E+02
-22.043  0.3123E-81  0.1000E+02
-22.042  0.3123E-81  0.1000E+02
-22.042  0.3123E-81  0.1000E+02
-22.041  0.3123E-81  0.1000E+02
-22.041  0.3123E-81  0.1000E+02
-22.040  0.3123E-81  0.1000E+02
-22.040  0.3123E-81  0.1000E+02
-22.039  0.3123E-81  0.1000E+02
-22.039  0.3123E-81  0.1000E+02
-22.038  0.3123E-81  0.1000E+02
-22.038  0.3123E-81  0.1000E+02
-22.037  0.3123E-81  0.1000E+02
-22.037  0.3123E-81  0.1000E+02
-22.036  0.3123E-81  0.1000E+02
-22.036  0.3123E-81  0.1000E+02
-22.035  0.3123E-81  0.1000E+02
-22.035  0.3123E-81  0.1000E+02
-22.034  0.3123E-81  0.1000E+02
-22.034  0.3123E-81  0.1000E+02
-22.033  0.3123E-81  0.1000E+02
-22.033  0.3123E-81  0.1000E+02
-22.032  0.3123E-81  0.1000E+02
-22.032  0.3123E-81  0.1000E+02
-22.031  0.3123E-81  0.1000E+02
-22.031  0.3123E-81  0.1000E+02
-22.030  0.3123E-81  0.1000E+02
-22.030  0.3123E-81  0.1000E+02
-22.029  0.3123E-81  0.1000E+02
-22.029  0.3123E-81  0.1000E+02
-22.028  0.3123E-81  0.1000E+02
-22.028  0.3123E-81  0.1000E+02
-22.027  0.3123E-81  0.1000E+02
-22.027  0.3123E-81  0.1000E+02
-22.026  0.3123E-81  0.1000E+02
-22.026  0.3123E-81  0.1000E+02
-22.025  0.3123E-81  0.1000E+02
-22.025  0.3123E-81  0.1000E+02
-22.024  0.3123E-81  0.1000E+02
-22.024  0.3123E-81  0.1000E+02
-22.023  0.3123E-81  0.1000E+02
-22.023  0.3123E-81  0.1000E+02
-22.022  0.3123E-81  0.1000E+02
-22.022  0.3123E-81  0.1000E+02
-22.021  0.3123E-81  0.1000E+02
-22.021  0.3123E-81  0.1000E+02
-22.020  0.3123E-81  0.1000E+02
-22.020  0.3123E-81  0.1000E+02
-22.019  0.3123E-81  0.1000E+02
-22.019  0.3123E-81  0.1000E+02
-22.018  0.3123E-81  0.1000E+02
-22.018  0.3123E-81  0.1000E+02
-22.017  0.3123E-81  0.1000E+02
-22.017  0.3123E-81  0.1000E+02
-22.016  0.3123E-81  0.1000E+02
-22.016  0.3123E-81  0.1000E+02
-22.015  0.3123E-81  0.1000E+02
-22.015  0.3123E-81  0.1000E+02
-22.014  0.3123E-81  0.1000E+02
-22.014  0.3123E-81  0.1000E+02
-22.013  0.3123E-81  0.1000E+02
-22.013  0.3123E-81  0.1000E+02
-22.012  0.3123E-81  0.1000E+02
-22.012  0.3123E-81  0.1000E+02
-22.011  0.3123E-81  0.1000E+02
-22.011  0.3123E-81  0.1000E+02
-22.010  0.3123E-81  0.1000E+02
-22.010  0.3123E-81  0.1000E+02
-22.009  0.3123E-81  0.1000E+02
-22.009  0.3123E-81  0.1000E+02
-22.008  0.3123E-81  0.1000E+02
-22.008  0.3123E-81  0.1000E+02
-22.007  0.3123E-81  0.1000E+02
-22.007  0.3123E-81  0.1000E+02
-22.006  0.3123E-81  0.1000E+02
-22.006  0.3123E-81  0.1000E+02
-22.005  0.3123E-81  0.1000E+02
-22.005  0.3123E-81  0.1000E+02
-22.004  0.3123E-81  0.1000E+02
-22.004  0.3123E-81  0.1000E+02
-22.003  0.3123E-81  0.1000E+02
-22.003  0.3123E-81  0.1000E+02
-22.002  0.3123E-81  0.1000E+02
-22.002  0.3123E-81  0.1000E+02
-22.001  0.3123E-81  0.1000E+02
-22.001  0.3123E-81  0.1000E+02
-22.000  0.3123E-81  0.1000E+02
-22.000  0.3123E-81  0.1000E+02
-21.999  0.3123E-81  0.1000E+02
-21.999  0.3123E-81  0.1000E+02
-21.998  0.3123E-81  0.1000E+02
-21.998  0.3123E-81  0.1000E+02
-21.997  0.3123E-81  0.1000E+02
-21.997  0.3123E-81  0.1000E+02
-21.996  0.3123E-81  0.1000E+02
-21.996  0.3123E-81  0.1000E+02
-21.995  0.3123E-81  0.1000E+02
-21.995  0.3123E-81  0.1000E+02
-21.994  0.3123E-81  0.1000E+02
-21.994  0.3123E-81  0.1000E+02
-21.993  0.3123E-81  0.1000E+02
-21.993  0.3123E-81  0.1000E+02
-21.992  0.3123E-81  0.1000E+02
-21.992  0.3123E-81  0.1000E+02
-21.991  0.3123E-81  0.1000E+02
-21.991  0.3123E-81  0.1000E+02
-21.990  0.3123E-81  0.1000E+02
-21.990  0.3123E-81  0.1000E+02
-21.989  0.3123E-81  0.1000E+02
-21.989  0.3123E-81  0.1000E+02
-21.988  0.3123E-81  0.1000E+02
-21.988  0.3123E-81  0.1000E+02
-21.987  0.3123E-81  0.1000E+02
-21.987  0.3123E-81  0.1000E+02
-21.986  0.3123E-81  0.1000E+02
-21.986  0.3123E-81  0.1000E+02
-21.985  0.3123E-81  0.1000E+02
-21.985  0.3123E-81  0.1000E+02
-21.984  0.3123E-81  0.1000E+02
-21.984  0.3123E-81  0.1000E+02
-21.983  0.3123E-81  0.1000E+02
-21.983  0.3123E-81  0.1000E+02
-21.982  0.3123E-81  0.1000E+02
-21.982  0.3123E-81  0.1000E+02
-21.981  0.3123E-81  0.1000E+02
-21.981  0.3123E-81  0.1000E+02
-21.980  0.3123E-81  0.1000E+02
-21.980  0.3123E-81  0.1000E+02
-21.979  0.3123E-81  0.1000E+02
-21.979  0.3123E-81  0.1000E+02
-21.978  0.3123E-81  0.1000E+02
-21.978  0.3123E-81  0.1000E+02
-21.977  0.3123E-81  0.1000E+02
-21.977  0.3123E-81  0.1000E+02
-21.976  0.3123E-81  0.1000E+02
-21.976  0.3123E-81  0.1000E+02
-21.975  0.3123E-81  0.1000E+02
-21.975  0.3123E-81  0.1000E+02
-21.974  0.3123E-81  0.1000E+02
-21.974  0.3123E-81  0.1000E+02
-21.973  0.3123E-81  0.1000E+02
-21.973  0.3123E-81  0.1000E+02
-21.972  0.3123E-81  0.1000E+02
-21.972  0.3123E-81  0.1000E+02
-21.971  0.3123E-81  0.1000E+02
-21.971  0.3123E-81  0.1000E+02
-21.970  0.3123E-81  0.1000E+02
-21.970  0.3123E-81  0.1000E+02
-21.969  0.3123E-81  0.1000E+02
-21.969  0.3123E-81  0.1000E+02
-21.968  0.3123E-81  0.1000E+02
-21.968  0.3123E-81  0.1000E+02
-21.967  0.3123E-81  0.1000E+02
-21.967  0.3123E-81  0.1000E+02
-21.966  0.3123E-81  0.1000E+02
-21.966  0.3123E-81  0.1000E+02
-21.965  0.3123E-81  0.1000E+02
-21.965  0.3123E-81  0.1000E+02
-21.964  0.3123E-81  0.1000E+02
-21.964  0.3123E-81  0.1000E+02
-21.963  0.3123E-81  0.1000E+02
-21.963  0.3123E-81  0.1000E+02
-21.962  0.3123E-81  0.1000E+02
-21.962  0.3123E-81  0.1000E+02
-21.961  0.3123E-81  0.1000E+02
-21.961  0.3123E-81  0.1000E+02
-21.960  0.3123E-81  0.1000E+02
-21.960  0.3123E-81  0.1000E+02
-21.959  0.3123E-81  0.1000E+02
-21.959  0.3123E-81  0.1000E+02
-21.958  0.3123E-81  0.1000E+02
-21.958  0.3123E-81  0.1000E+02
-21.957  0.3123E-81  0.1000E+02
-21.957  0.3123E-81  0.1000E+02
-21.956  0.3123E-81  0.1000E+02
-21.956  0.3123E-81  0.1000E+02
-21.955  0.3123E-81  0.1000E+02
-21.955  0.3123E-81  0.1000E+02
-21.954  0.3123E-81  0.1000E+02
-21.954  0.3123E-81  0.1000E+02
-21.953  0.3123E-81  0.1000E+02
-21.953  0.3123E-81  0.1000E+02
-21.952  0.3123E-81  0.1000E+02
-21.952  0.3123E-81  0.1000E+02
-21.951  0.3123E-81  0.1000E+02
-21.951  0.3123E-81  0.1000E+02
-21.950  0.3123E-81  0.1000E+02
-21.950  0.3123E-81  0.1000E+02
-21.949  0.3123E-81  0.1000E+02
-21.949  0.3123E-81  0.1000E+02
-21.948  0.3123E-81  0.1000E+02
-21.948  0.3123E-81  0.1000E+02
-21.947  0.3123E-81  0.1000E+02
-21.947  0.3123E-81  0.1000E+02
-21.946  0.3123E-81  0.1000E+02
-21.946  0.3123E-81  0.1000E+02
-21.945  0.3123E-81  0.1000E+02
-21.945  0.3123E-81  0.1000E+02
-21.944  0.3123E-81  0.1000E+02
-21.944  0.3123E-81  0.1000E+02
-21.943  0.3123E-81  0.1000E+02
-21.943  0.3123E-81  0.1000E+02
-21.942  0.3123E-81  0.1000E+02
-21.942  0.3123E-81  0.1000E+02
-21.941  0.3123E-81  0.1000E+02
-21.941  0.3123E-81  0.1000E+02
-21.940  0.3123E-81  0.1000E+02
-21.940  0.3123E-81  0.1000E+02
-21.939  0.3123E-81  0.1000E+02
-21.939  0.3123E-81  0.1000E+02
-21.938  0.3123E-81  0.1000E+02
-21.938  0.3123E-81  0.1000E+02
-21.937  0.3123E-81  0.1000E+02
-21.937  0.3123E-81  0.1000E+02
-21.936  0.3123E-81  0.1000E+02
-21.936  0.3123E-81  0.1000E+02
-21.935  0.3123E-81  0.1000E+02
-21.935  0.3123E-81  0.1000E+02
-21.934  0.3123E-81  0.1000E+02
-21.934  0.3123E-81  0.1000E+02
-21.933  0.3123E-81  0.1000E+02
-21.933  0.3123E-81  0.1000E+02
-21.932  0.3123E-81  0.1000E+02
-21.932  0.3123E-81  0.1000E+02
-21.931  0.3123E-81  0.1000E+02
-21.931  0.3123E-81  0.1000E+02
-21.930  0.3123E-81  0.1000E+02
-21.930  0.3123E-81  0.1000E+02
-21.929  0.3123E-81  0.1000E+02
-21.929  0.3123E-81  0.1000E+02
-21.928  0.3123E-81  0.1000E+02
-21.928  0.3123E-81  0.1000E+02
-21.927  0.3123E-81  0.1000E+02
-21.927  0.3123E-81  0.1000E+02
-21.926  0.3123E-81  0.1000E+02
-21.926  0.3123E-81  0.1000E+02
-21.925  0.3123E-81  0.1000E+02
-21.925  0.3123E-81  0.1000E+02
-21.924  0.3123E-81  0.1000E+02
-21.924  0.3123E-81  0.1000E+02
-21.923  0.3123E-81  0.1000E+02
-21.923  0.3123E-81  0.1000E+02
-21.922  0.3123E-81  0.1000E+02
-21.922  0.3123E-81  0.1000E+02
-21.921  0.3123E-81  0.1000E+02
-21.921  0.3123E-81  0.1000E+02
-21.920  0.3123E-81  0.1000E+02
-21.920  0.3123E-81  0.1000E+02
-21.919  0.3123E-81  0.1000E+02
-21.919  0.3123E-81  0.1000E+02
-21.918  0.3123E-81  0.1000E+02
-21.918  0.3123E-81  0.1000E+02
-21.917  0.3123E-81  0.1000E+02
-21.917  0.3123E-81  0.1000E+02
-21.916  0.3123E-81  0.1000E+02
-21.916  0.3123E-81  0.1000E+02
-21.915  0.3123E-81  0.1000E+02
-21.915  0.3123E-81  0.1000E+02
-21.914  0.3123E-81  0.1000E+02
-21.914  0.3123E-81  0.1000E+02
-21.913  0.3123E-81  0.1000E+02
-21.913  0.3123E-81  0.1000E+02
-21.912  0.3123E-81  0.1000E+02
-21.912  0.3123E-81  0.1000E+02
-21.911  0.3123E-81  0.1000E+02
-21.911  0.3123E-81  0.1000E+02
-21.910  0.3123E-81  0.1000E+02
-21.910  0.3123E-81  0.1000E+02
-21.909  0.3123E-81  0.1000E+02
-21.909  0.3123E-81  0.1000E+02
-21.908  0.3123E-81  0.1000E+02
-21.908  0.3123E-81  0.1000E+02
-21.907  0.3123E-81  0.1000E+02
-21.907  0.3123E-81  0.1000E+02
-21.906  0.3123E-81  0.1000E+02
-21.906  0.3123E-81  0.1000E+02
-21.905  0.3123E-81  0.1000E+02
-21.905  0.3123E-81  0.1000E+02
-21.904  0.3123E-81  0.1000E+02
-21.904  0.3123E-81  0.1000E+02
-21.903  0.3123E-81  0.1000E+02
-21.903  0.3123E-81  0.1000E+02
-21.902  0.3123E-81  0.1000E+02
-21.902  0.3123E-81  0.1000E+02
-21.901  0.3123E-81  0.1000E+02
-21.901  0.3123E-81  0.1000E+02
-21.900  0.3123E-81  0.1000E+02
-21.900  0.3123E-81  0.1000E+02
-21.899  0.3123E-81  0.1000E+02
-21.899  0.3123E-81  0.1000E+02
-21.898  0.3123E-81  0.1000E+02
-21.898  0.3123E-81  0.1000E+02
-21.897  0.3123E-81  0.1000E+02
-21.897  0.3123E-81  0.1000E+02
-21.896  0.3123E-81  0.1000E+02
-21.896  0.3123E-81  0.1000E+02
-21.895  0.3123E-81  0.1000E+02
-21.895  0.3123E-81  0.1000E+02
-21.894  0.3123E-81  0.1000E+02
-21.894  0.3123E-81  0.1000E+02
-21.893  0.3123E-81  0.1000E+02
-21.893  0.3123E-81  0.1000E+02
-21.892  0.3123E-81  0.1000E+02
-21.892  0.3123E-81  0.1000E+02
-21.891  0.3123E-81  0.1000E+02
-21.891  0.3123E-81  0.1000E+02
-21.890  0.3123E-81  0.1000E+02
-21.890  0.3123E-81  0.1000E+02
-21.889  0.3123E-81  0.1000E+02
-21.889  0.3123E-81  0.1000E+02
-21.888  0.3123E-81  0.1000E+02
-21.888  0.3123E-81  0.1000E+02
-21.887  0.3123E-81  0.1000E+02
-21.887  0.3123E-81  0.1000E+02
-21.886  0.3123E-81  0.1000E+02
-21.886  0.3123E-81  0.1000E+02
-21.885  0.3123E-81  0.1000E+02
-21.885  0.3123E-81  0.1000E+02
-21.884  0.3123E-81  0.1000E+02
-21.884  0.3123E-81  0.1000E+02
-21.883  0.3123E-81  0.1000E+02
-21.883  0.3123E-81  0.1000E+02
-21.882  0.3123E-81  0.1000E+02
-21.882  0.3123E-81  0.1000E+02
-21.881  0.3123E-81  0.1000E+02
-21.881  0.3123E-81  0.1000E+02
-21.880  0.3123E-81  0.1000E+02
-21.880  0.3123E-81  0.1000E+02
-21.879  0.3123E-81  0.1000E+02
-21.879  0.3123E-81  0.1000E+02
-21.878  0.3123E-81  0.1000E+02
-21.878  0.3123E-81  0.1000E+02
-21.877  0.3123E-81  0.1000E+02
-21.877  0.3123E-81  0.1000E+02
-21.876  0.3123E-81  0.1000E+02
-21.876  0.3123E-81  0.1000E+02
-21.875  0.3123E-81  0.1000E+02
-21.875  0.3123E-81  0.1000E+02
-21.874  0.3123E-81  0.1000E+02
-21.874  0.3123E-81  0.1000E+02
-21.873  0.3123E-81  0.1000E+02
-21.873  0.3123E-81  0.1000E+02
-21.872  0.3123E-81  0.1000E+02
-21.872  0.3123E-81  0.1000E+02
-21.871  0.3123E-81  0.1000E+02
-21.871  0.3123E-81  0.1000E+02
-21.870  0.3123E-81  0.1000E+02
-21.870  0.3123E-81  0.1000E+02
-21.869  0.3123E-81  0.1000E+02
-21.869  0.3123E-81  0.1000E+02
-21.868  0.3123E-81  0.1000E+02
-21.868  0.3123E-81  0.1000E+02
-21.867  0.3123E-81  0.1000E+02
-21.867  0.3123E-81  0.1000E+02
-21.866  0.3123E-81  0.1000E+02
-21.866  0.3123E-81  0.1000E+02
-21.865  0.3123E-81  0.1000E+02
-21.865  0.3123E-81  0.1000E+02
-21.864  0.3123E-81  0.1000E+02
-21.864  0.3123E-81  0.1000E+02
-21.863  0.3123E-81  0.1000E+02
-21.863  0.3123E-81  0.1000E+02
-21.862  0.3123E-81  0.1000E+02
-21.862  0.3123E-81  0.1000E+02
-21.861  0.3123E-81  0.1000E+02
-21.861  0.3123E-81  0.1000E+02
-21.860  0.3123E-81  0.1000E+02
-21.860  0.3123E-81  0.1000E+02
-21.859  0.3123E-81  0.1000E+02
-21.859  0.3123E-81  0.1000E+02
-21.858  0.3123E-81  0.1000E+02
-21.858  0.3123E-81  0.1000E+02
-21.857  0.3123E-81  0.1000E+02
-21.857  0.3123E-81  0.1000E+02
-21.856  0.3123E-81  0.1000E+02
-21.856  0.3123E-81  0.1000E+02
-21.855  0.3123E-81  0.1000E+02
-21.855  0.3123E-81  0.1000E+02
-21.854  0.3123E-81  0.1000E+02
-21.854  0.3123E-81  0.1000E+02
-21.853  0.3123E-81  0.1000E+02
-21.853  0.3123E-81  0.1000E+02
-21.852  0.3123E-81  0.1000E+02
-21.852  0.3123E-81  0.1000E+02
-21.851  0.3123E-81  0.1000E+02
-21.851  0.3123E-81  0.1000E+02
-21.850  0.3123E-81  0.1000E+02
-21.850  0.3123E-81  0.1000E+02
-21.849  0.3123E-81  0.1000E+02
-21.849  0.3123E-81  0.1000E+02
-21.848  0.3123E-81  0.1000E+02
-21.848  0.3123E-81  0.1000E+02
-21.847  0.3123E-81  0.1000E+02
-21.847  0.3123E-81  0.1000E+02
-21.846  0.3123E-81  0.1000E+02
-21.846  0.3123E-81  0.1000E+02
-21.845  0.3123E-81  0.1000E+02
-21.845  0.3123E-81  0.1000E+02
-21.844  0.3123E-81  0.1000E+02
-21.844  0.3123E-81  0.1000E+02
-21.843  0.3123E-81  0.1000E+02
-21.843  0.3123E-81  0.1000E+02
-21.842  0.3123E-81  0.1000E+02
-21.842  0.3123E-81  0.1000E+02
-21.841  0.3123E-81  0.1000E+02
-21.841  0.3123E-81  0.1000E+02
-21.840  0.3123E-81  0.1000E+02
-21.840  0.3123E-81  0.1000E+02
-21.839  0.3123E-81  0.1000E+02
-21.839  0.3123E-81  0.1000E+02
-21.838  0.3123E-81  0.1000E+02
