#  E (eV)   dos(E)     Int dos(E)
-11.394  0.3123E-81  0.4600E+02
-11.393  0.3123E-81  0.4600E+02
-11.393  0.3123E-81  0.4600E+02
-11.392  0.3123E-81  0.4600E+02
-11.392  0.3123E-81  0.4600E+02
-11.391  0.3123E-81  0.4600E+02
-11.391  0.3123E-81  0.4600E+02
-11.390  0.3123E-81  0.4600E+02
-11.390  0.3123E-81  0.4600E+02
-11.389  0.3123E-81  0.4600E+02
-11.389  0.3123E-81  0.4600E+02
-11.388  0.3123E-81  0.4600E+02
-11.388  0.3123E-81  0.4600E+02
-11.387  0.3123E-81  0.4600E+02
-11.387  0.3123E-81  0.4600E+02
-11.386  0.3123E-81  0.4600E+02
-11.386  0.3123E-81  0.4600E+02
-11.385  0.3123E-81  0.4600E+02
-11.385  0.3123E-81  0.4600E+02
-11.384  0.3123E-81  0.4600E+02
-11.384  0.3123E-81  0.4600E+02
-11.383  0.3123E-81  0.4600E+02
-11.383  0.3123E-81  0.4600E+02
-11.382  0.3123E-81  0.4600E+02
-11.382  0.3123E-81  0.4600E+02
-11.381  0.3123E-81  0.4600E+02
-11.381  0.3123E-81  0.4600E+02
-11.380  0.3123E-81  0.4600E+02
-11.380  0.3123E-81  0.4600E+02
-11.379  0.3123E-81  0.4600E+02
-11.379  0.3123E-81  0.4600E+02
-11.378  0.3123E-81  0.4600E+02
-11.378  0.3123E-81  0.4600E+02
-11.377  0.3123E-81  0.4600E+02
-11.377  0.3123E-81  0.4600E+02
-11.376  0.3123E-81  0.4600E+02
-11.376  0.3123E-81  0.4600E+02
-11.375  0.3123E-81  0.4600E+02
-11.375  0.3123E-81  0.4600E+02
-11.374  0.3123E-81  0.4600E+02
-11.374  0.3123E-81  0.4600E+02
-11.373  0.3123E-81  0.4600E+02
-11.373  0.3123E-81  0.4600E+02
-11.372  0.3123E-81  0.4600E+02
-11.372  0.3123E-81  0.4600E+02
-11.371  0.3123E-81  0.4600E+02
-11.371  0.3123E-81  0.4600E+02
-11.370  0.3123E-81  0.4600E+02
-11.370  0.3123E-81  0.4600E+02
-11.369  0.3123E-81  0.4600E+02
-11.369  0.3123E-81  0.4600E+02
-11.368  0.3123E-81  0.4600E+02
-11.368  0.3123E-81  0.4600E+02
-11.367  0.3123E-81  0.4600E+02
-11.367  0.3123E-81  0.4600E+02
-11.366  0.3123E-81  0.4600E+02
-11.366  0.3123E-81  0.4600E+02
-11.365  0.3123E-81  0.4600E+02
-11.365  0.3123E-81  0.4600E+02
-11.364  0.3123E-81  0.4600E+02
-11.364  0.3123E-81  0.4600E+02
-11.363  0.3123E-81  0.4600E+02
-11.363  0.3123E-81  0.4600E+02
-11.362  0.3123E-81  0.4600E+02
-11.362  0.3501E-81  0.4600E+02
-11.361  0.2337E-70  0.4600E+02
-11.361  0.1814E-59  0.4600E+02
-11.360  0.1913E-49  0.4600E+02
-11.360  0.2743E-40  0.4600E+02
-11.359  0.5350E-32  0.4600E+02
-11.359  0.1419E-24  0.4600E+02
-11.358  0.5118E-18  0.4600E+02
-11.358  0.2511E-12  0.4600E+02
-11.357  0.1676E-07  0.4600E+02
-11.357  0.1522E-03  0.4600E+02
-11.356  0.1881E+00  0.4600E+02
-11.356  0.3160E+02  0.4602E+02
-11.355  0.7221E+03  0.4638E+02
-11.355  0.2244E+04  0.4750E+02
-11.354  0.9479E+03  0.4797E+02
-11.354  0.5443E+02  0.4800E+02
-11.353  0.4247E+00  0.4800E+02
-11.353  0.4502E-03  0.4800E+02
-11.352  0.6481E-07  0.4800E+02
-11.352  0.1267E-11  0.4800E+02
-11.351  0.3363E-17  0.4800E+02
-11.351  0.1211E-23  0.4800E+02
-11.350  0.5920E-31  0.4800E+02
-11.350  0.3925E-39  0.4800E+02
-11.349  0.3529E-48  0.4800E+02
-11.349  0.4303E-58  0.4800E+02
-11.348  0.7114E-69  0.4800E+02
-11.348  0.1903E-80  0.4800E+02
-11.347  0.3123E-81  0.4800E+02
-11.347  0.3123E-81  0.4800E+02
-11.346  0.3123E-81  0.4800E+02
-11.346  0.3123E-81  0.4800E+02
-11.345  0.3123E-81  0.4800E+02
-11.345  0.3123E-81  0.4800E+02
-11.344  0.3123E-81  0.4800E+02
-11.344  0.3123E-81  0.4800E+02
-11.343  0.3123E-81  0.4800E+02
-11.343  0.3123E-81  0.4800E+02
-11.342  0.3123E-81  0.4800E+02
-11.342  0.3123E-81  0.4800E+02
-11.341  0.3123E-81  0.4800E+02
-11.341  0.3123E-81  0.4800E+02
-11.340  0.3123E-81  0.4800E+02
-11.340  0.3123E-81  0.4800E+02
-11.339  0.3123E-81  0.4800E+02
-11.339  0.3123E-81  0.4800E+02
-11.338  0.3123E-81  0.4800E+02
-11.338  0.3123E-81  0.4800E+02
-11.337  0.3123E-81  0.4800E+02
-11.337  0.3123E-81  0.4800E+02
-11.336  0.3123E-81  0.4800E+02
-11.336  0.3123E-81  0.4800E+02
-11.335  0.3123E-81  0.4800E+02
-11.335  0.3123E-81  0.4800E+02
-11.334  0.3123E-81  0.4800E+02
-11.334  0.3123E-81  0.4800E+02
-11.333  0.3123E-81  0.4800E+02
-11.333  0.3123E-81  0.4800E+02
-11.332  0.3123E-81  0.4800E+02
-11.332  0.3123E-81  0.4800E+02
-11.331  0.3123E-81  0.4800E+02
-11.331  0.3123E-81  0.4800E+02
-11.330  0.3123E-81  0.4800E+02
-11.330  0.3123E-81  0.4800E+02
-11.329  0.3123E-81  0.4800E+02
-11.329  0.3123E-81  0.4800E+02
-11.328  0.3123E-81  0.4800E+02
-11.328  0.3123E-81  0.4800E+02
-11.327  0.3123E-81  0.4800E+02
-11.327  0.3123E-81  0.4800E+02
-11.326  0.3123E-81  0.4800E+02
-11.326  0.3123E-81  0.4800E+02
-11.325  0.3123E-81  0.4800E+02
-11.325  0.3123E-81  0.4800E+02
-11.324  0.3123E-81  0.4800E+02
-11.324  0.3123E-81  0.4800E+02
-11.323  0.3123E-81  0.4800E+02
-11.323  0.3123E-81  0.4800E+02
-11.322  0.3123E-81  0.4800E+02
-11.322  0.3123E-81  0.4800E+02
-11.321  0.3123E-81  0.4800E+02
-11.321  0.3123E-81  0.4800E+02
-11.320  0.3123E-81  0.4800E+02
-11.320  0.3123E-81  0.4800E+02
-11.319  0.3123E-81  0.4800E+02
-11.319  0.3123E-81  0.4800E+02
-11.318  0.3123E-81  0.4800E+02
-11.318  0.3123E-81  0.4800E+02
-11.317  0.3123E-81  0.4800E+02
-11.317  0.3123E-81  0.4800E+02
-11.316  0.3123E-81  0.4800E+02
-11.316  0.3123E-81  0.4800E+02
-11.315  0.3123E-81  0.4800E+02
-11.315  0.3123E-81  0.4800E+02
-11.314  0.3123E-81  0.4800E+02
-11.314  0.3123E-81  0.4800E+02
-11.313  0.3123E-81  0.4800E+02
-11.313  0.3123E-81  0.4800E+02
-11.312  0.3123E-81  0.4800E+02
-11.312  0.3123E-81  0.4800E+02
-11.311  0.3123E-81  0.4800E+02
-11.311  0.3123E-81  0.4800E+02
-11.310  0.3123E-81  0.4800E+02
-11.310  0.3123E-81  0.4800E+02
-11.309  0.3123E-81  0.4800E+02
-11.309  0.3123E-81  0.4800E+02
-11.308  0.3123E-81  0.4800E+02
-11.308  0.3123E-81  0.4800E+02
-11.307  0.3123E-81  0.4800E+02
-11.307  0.3123E-81  0.4800E+02
-11.306  0.3123E-81  0.4800E+02
-11.306  0.3123E-81  0.4800E+02
-11.305  0.3123E-81  0.4800E+02
-11.305  0.3123E-81  0.4800E+02
-11.304  0.3123E-81  0.4800E+02
-11.304  0.3123E-81  0.4800E+02
-11.303  0.3123E-81  0.4800E+02
-11.303  0.3123E-81  0.4800E+02
-11.302  0.3123E-81  0.4800E+02
-11.302  0.3123E-81  0.4800E+02
-11.301  0.3123E-81  0.4800E+02
-11.301  0.3123E-81  0.4800E+02
-11.300  0.3123E-81  0.4800E+02
-11.300  0.3123E-81  0.4800E+02
-11.299  0.3123E-81  0.4800E+02
-11.299  0.3123E-81  0.4800E+02
-11.298  0.3123E-81  0.4800E+02
-11.298  0.3123E-81  0.4800E+02
-11.297  0.3123E-81  0.4800E+02
-11.297  0.3123E-81  0.4800E+02
-11.296  0.3123E-81  0.4800E+02
-11.296  0.3123E-81  0.4800E+02
-11.295  0.3123E-81  0.4800E+02
-11.295  0.3123E-81  0.4800E+02
-11.294  0.3123E-81  0.4800E+02
-11.294  0.3123E-81  0.4800E+02
-11.293  0.3123E-81  0.4800E+02
-11.293  0.3123E-81  0.4800E+02
-11.292  0.3123E-81  0.4800E+02
-11.292  0.3123E-81  0.4800E+02
-11.291  0.3123E-81  0.4800E+02
-11.291  0.3123E-81  0.4800E+02
-11.290  0.3123E-81  0.4800E+02
-11.290  0.3123E-81  0.4800E+02
-11.289  0.3123E-81  0.4800E+02
-11.289  0.3123E-81  0.4800E+02
-11.288  0.3123E-81  0.4800E+02
-11.288  0.3123E-81  0.4800E+02
-11.287  0.3123E-81  0.4800E+02
-11.287  0.3123E-81  0.4800E+02
-11.286  0.3123E-81  0.4800E+02
-11.286  0.3123E-81  0.4800E+02
-11.285  0.3123E-81  0.4800E+02
-11.285  0.3123E-81  0.4800E+02
-11.284  0.3123E-81  0.4800E+02
-11.284  0.3123E-81  0.4800E+02
-11.283  0.3123E-81  0.4800E+02
-11.283  0.3123E-81  0.4800E+02
-11.282  0.3123E-81  0.4800E+02
-11.282  0.3123E-81  0.4800E+02
-11.281  0.3123E-81  0.4800E+02
-11.281  0.3123E-81  0.4800E+02
-11.280  0.3123E-81  0.4800E+02
-11.280  0.3123E-81  0.4800E+02
-11.279  0.3123E-81  0.4800E+02
-11.279  0.3123E-81  0.4800E+02
-11.278  0.3123E-81  0.4800E+02
-11.278  0.3123E-81  0.4800E+02
-11.277  0.3123E-81  0.4800E+02
-11.277  0.3123E-81  0.4800E+02
-11.276  0.3123E-81  0.4800E+02
-11.276  0.3123E-81  0.4800E+02
-11.275  0.3123E-81  0.4800E+02
-11.275  0.3123E-81  0.4800E+02
-11.274  0.3123E-81  0.4800E+02
-11.274  0.3123E-81  0.4800E+02
-11.273  0.3123E-81  0.4800E+02
-11.273  0.3123E-81  0.4800E+02
-11.272  0.3123E-81  0.4800E+02
-11.272  0.3123E-81  0.4800E+02
-11.271  0.3123E-81  0.4800E+02
-11.271  0.3123E-81  0.4800E+02
-11.270  0.3123E-81  0.4800E+02
-11.270  0.3123E-81  0.4800E+02
-11.269  0.3123E-81  0.4800E+02
-11.269  0.3123E-81  0.4800E+02
-11.268  0.3123E-81  0.4800E+02
-11.268  0.3123E-81  0.4800E+02
-11.267  0.3123E-81  0.4800E+02
-11.267  0.3123E-81  0.4800E+02
-11.266  0.3123E-81  0.4800E+02
-11.266  0.3123E-81  0.4800E+02
-11.265  0.3123E-81  0.4800E+02
-11.265  0.3123E-81  0.4800E+02
-11.264  0.3123E-81  0.4800E+02
-11.264  0.3123E-81  0.4800E+02
-11.263  0.3123E-81  0.4800E+02
-11.263  0.3123E-81  0.4800E+02
-11.262  0.3123E-81  0.4800E+02
-11.262  0.3123E-81  0.4800E+02
-11.261  0.3123E-81  0.4800E+02
-11.261  0.3123E-81  0.4800E+02
-11.260  0.3123E-81  0.4800E+02
-11.260  0.3123E-81  0.4800E+02
-11.259  0.3123E-81  0.4800E+02
-11.259  0.3123E-81  0.4800E+02
-11.258  0.3123E-81  0.4800E+02
-11.258  0.3123E-81  0.4800E+02
-11.257  0.3123E-81  0.4800E+02
-11.257  0.3123E-81  0.4800E+02
-11.256  0.3123E-81  0.4800E+02
-11.256  0.3123E-81  0.4800E+02
-11.255  0.3123E-81  0.4800E+02
-11.255  0.3123E-81  0.4800E+02
-11.254  0.3123E-81  0.4800E+02
-11.254  0.3123E-81  0.4800E+02
-11.253  0.3123E-81  0.4800E+02
-11.253  0.3123E-81  0.4800E+02
-11.252  0.3123E-81  0.4800E+02
-11.252  0.3123E-81  0.4800E+02
-11.251  0.3123E-81  0.4800E+02
-11.251  0.3123E-81  0.4800E+02
-11.250  0.3123E-81  0.4800E+02
-11.250  0.3123E-81  0.4800E+02
-11.249  0.3123E-81  0.4800E+02
-11.249  0.3123E-81  0.4800E+02
-11.248  0.3123E-81  0.4800E+02
-11.248  0.3123E-81  0.4800E+02
-11.247  0.3123E-81  0.4800E+02
-11.247  0.3123E-81  0.4800E+02
-11.246  0.3123E-81  0.4800E+02
-11.246  0.3123E-81  0.4800E+02
-11.245  0.3123E-81  0.4800E+02
-11.245  0.3123E-81  0.4800E+02
-11.244  0.3123E-81  0.4800E+02
-11.244  0.3123E-81  0.4800E+02
-11.243  0.3123E-81  0.4800E+02
-11.243  0.3123E-81  0.4800E+02
-11.242  0.3123E-81  0.4800E+02
-11.242  0.3123E-81  0.4800E+02
-11.241  0.3123E-81  0.4800E+02
-11.241  0.3123E-81  0.4800E+02
-11.240  0.3123E-81  0.4800E+02
-11.240  0.3123E-81  0.4800E+02
-11.239  0.3123E-81  0.4800E+02
-11.239  0.3123E-81  0.4800E+02
-11.238  0.3123E-81  0.4800E+02
-11.238  0.3123E-81  0.4800E+02
-11.237  0.3123E-81  0.4800E+02
-11.237  0.3123E-81  0.4800E+02
-11.236  0.3123E-81  0.4800E+02
-11.236  0.3123E-81  0.4800E+02
-11.235  0.3123E-81  0.4800E+02
-11.235  0.3123E-81  0.4800E+02
-11.234  0.3123E-81  0.4800E+02
-11.234  0.3123E-81  0.4800E+02
-11.233  0.3123E-81  0.4800E+02
-11.233  0.3123E-81  0.4800E+02
-11.232  0.3123E-81  0.4800E+02
-11.232  0.3123E-81  0.4800E+02
-11.231  0.3123E-81  0.4800E+02
-11.231  0.3123E-81  0.4800E+02
-11.230  0.3123E-81  0.4800E+02
-11.230  0.3123E-81  0.4800E+02
-11.229  0.3123E-81  0.4800E+02
-11.229  0.3123E-81  0.4800E+02
-11.228  0.3123E-81  0.4800E+02
-11.228  0.3123E-81  0.4800E+02
-11.227  0.3123E-81  0.4800E+02
-11.227  0.3123E-81  0.4800E+02
-11.226  0.3123E-81  0.4800E+02
-11.226  0.3123E-81  0.4800E+02
-11.225  0.3123E-81  0.4800E+02
-11.225  0.3123E-81  0.4800E+02
-11.224  0.3123E-81  0.4800E+02
-11.224  0.3123E-81  0.4800E+02
-11.223  0.3123E-81  0.4800E+02
-11.223  0.3123E-81  0.4800E+02
-11.222  0.3123E-81  0.4800E+02
-11.222  0.3123E-81  0.4800E+02
-11.221  0.3123E-81  0.4800E+02
-11.221  0.3123E-81  0.4800E+02
-11.220  0.3123E-81  0.4800E+02
-11.220  0.3123E-81  0.4800E+02
-11.219  0.3123E-81  0.4800E+02
-11.219  0.3123E-81  0.4800E+02
-11.218  0.3123E-81  0.4800E+02
-11.218  0.3123E-81  0.4800E+02
-11.217  0.3123E-81  0.4800E+02
-11.217  0.3123E-81  0.4800E+02
-11.216  0.3123E-81  0.4800E+02
-11.216  0.3123E-81  0.4800E+02
-11.215  0.3123E-81  0.4800E+02
-11.215  0.3123E-81  0.4800E+02
-11.214  0.3123E-81  0.4800E+02
-11.214  0.3123E-81  0.4800E+02
-11.213  0.3123E-81  0.4800E+02
-11.213  0.3123E-81  0.4800E+02
-11.212  0.3123E-81  0.4800E+02
-11.212  0.3123E-81  0.4800E+02
-11.211  0.3123E-81  0.4800E+02
-11.211  0.3123E-81  0.4800E+02
-11.210  0.3123E-81  0.4800E+02
-11.210  0.3123E-81  0.4800E+02
-11.209  0.3123E-81  0.4800E+02
-11.209  0.3123E-81  0.4800E+02
-11.208  0.3123E-81  0.4800E+02
-11.208  0.3123E-81  0.4800E+02
-11.207  0.3123E-81  0.4800E+02
-11.207  0.3123E-81  0.4800E+02
-11.206  0.3123E-81  0.4800E+02
-11.206  0.3123E-81  0.4800E+02
-11.205  0.3123E-81  0.4800E+02
-11.205  0.3123E-81  0.4800E+02
-11.204  0.3123E-81  0.4800E+02
-11.204  0.3123E-81  0.4800E+02
-11.203  0.3123E-81  0.4800E+02
-11.203  0.3123E-81  0.4800E+02
-11.202  0.3123E-81  0.4800E+02
-11.202  0.3123E-81  0.4800E+02
-11.201  0.3123E-81  0.4800E+02
-11.201  0.3123E-81  0.4800E+02
-11.200  0.3123E-81  0.4800E+02
-11.200  0.3123E-81  0.4800E+02
-11.199  0.3123E-81  0.4800E+02
-11.199  0.3123E-81  0.4800E+02
-11.198  0.3123E-81  0.4800E+02
-11.198  0.3123E-81  0.4800E+02
-11.197  0.3123E-81  0.4800E+02
-11.197  0.3123E-81  0.4800E+02
-11.196  0.3123E-81  0.4800E+02
-11.196  0.3123E-81  0.4800E+02
-11.195  0.3123E-81  0.4800E+02
-11.195  0.3123E-81  0.4800E+02
-11.194  0.3123E-81  0.4800E+02
-11.194  0.3123E-81  0.4800E+02
-11.193  0.3123E-81  0.4800E+02
-11.193  0.3123E-81  0.4800E+02
-11.192  0.3123E-81  0.4800E+02
-11.192  0.3123E-81  0.4800E+02
-11.191  0.3123E-81  0.4800E+02
-11.191  0.3123E-81  0.4800E+02
-11.190  0.3123E-81  0.4800E+02
-11.190  0.3123E-81  0.4800E+02
-11.189  0.3123E-81  0.4800E+02
-11.189  0.3123E-81  0.4800E+02
-11.188  0.3123E-81  0.4800E+02
-11.188  0.3123E-81  0.4800E+02
-11.187  0.3123E-81  0.4800E+02
-11.187  0.3123E-81  0.4800E+02
-11.186  0.3123E-81  0.4800E+02
-11.186  0.3123E-81  0.4800E+02
-11.185  0.3123E-81  0.4800E+02
-11.185  0.3123E-81  0.4800E+02
-11.184  0.3123E-81  0.4800E+02
-11.184  0.3123E-81  0.4800E+02
-11.183  0.3123E-81  0.4800E+02
-11.183  0.3123E-81  0.4800E+02
-11.182  0.3123E-81  0.4800E+02
-11.182  0.3123E-81  0.4800E+02
-11.181  0.3123E-81  0.4800E+02
-11.181  0.3123E-81  0.4800E+02
-11.180  0.3123E-81  0.4800E+02
-11.180  0.3123E-81  0.4800E+02
-11.179  0.3123E-81  0.4800E+02
-11.179  0.3123E-81  0.4800E+02
-11.178  0.3123E-81  0.4800E+02
-11.178  0.3123E-81  0.4800E+02
-11.177  0.3123E-81  0.4800E+02
-11.177  0.3123E-81  0.4800E+02
-11.176  0.3123E-81  0.4800E+02
-11.176  0.3123E-81  0.4800E+02
-11.175  0.3123E-81  0.4800E+02
-11.175  0.3123E-81  0.4800E+02
-11.174  0.3123E-81  0.4800E+02
-11.174  0.3123E-81  0.4800E+02
-11.173  0.3123E-81  0.4800E+02
-11.173  0.3123E-81  0.4800E+02
-11.172  0.3123E-81  0.4800E+02
-11.172  0.3123E-81  0.4800E+02
-11.171  0.3123E-81  0.4800E+02
-11.171  0.3123E-81  0.4800E+02
-11.170  0.3123E-81  0.4800E+02
-11.170  0.3123E-81  0.4800E+02
-11.169  0.3123E-81  0.4800E+02
-11.169  0.3123E-81  0.4800E+02
-11.168  0.3123E-81  0.4800E+02
-11.168  0.3123E-81  0.4800E+02
-11.167  0.3123E-81  0.4800E+02
-11.167  0.3123E-81  0.4800E+02
-11.166  0.3123E-81  0.4800E+02
-11.166  0.3123E-81  0.4800E+02
-11.165  0.3123E-81  0.4800E+02
-11.165  0.3123E-81  0.4800E+02
-11.164  0.3123E-81  0.4800E+02
-11.164  0.3123E-81  0.4800E+02
-11.163  0.3123E-81  0.4800E+02
-11.163  0.3123E-81  0.4800E+02
-11.162  0.3123E-81  0.4800E+02
-11.162  0.3123E-81  0.4800E+02
-11.161  0.3123E-81  0.4800E+02
-11.161  0.3123E-81  0.4800E+02
-11.160  0.3123E-81  0.4800E+02
-11.160  0.3123E-81  0.4800E+02
-11.159  0.3123E-81  0.4800E+02
-11.159  0.3123E-81  0.4800E+02
-11.158  0.3123E-81  0.4800E+02
-11.158  0.3123E-81  0.4800E+02
-11.157  0.3123E-81  0.4800E+02
-11.157  0.3123E-81  0.4800E+02
-11.156  0.3123E-81  0.4800E+02
-11.156  0.3123E-81  0.4800E+02
-11.155  0.3123E-81  0.4800E+02
-11.155  0.3123E-81  0.4800E+02
-11.154  0.3123E-81  0.4800E+02
-11.154  0.3123E-81  0.4800E+02
-11.153  0.3123E-81  0.4800E+02
-11.153  0.3123E-81  0.4800E+02
-11.152  0.3123E-81  0.4800E+02
-11.152  0.3123E-81  0.4800E+02
-11.151  0.3123E-81  0.4800E+02
-11.151  0.3123E-81  0.4800E+02
-11.150  0.3123E-81  0.4800E+02
-11.150  0.3123E-81  0.4800E+02
-11.149  0.3123E-81  0.4800E+02
-11.149  0.3123E-81  0.4800E+02
-11.148  0.3123E-81  0.4800E+02
-11.148  0.3123E-81  0.4800E+02
-11.147  0.3123E-81  0.4800E+02
-11.147  0.3123E-81  0.4800E+02
-11.146  0.3123E-81  0.4800E+02
-11.146  0.3123E-81  0.4800E+02
-11.145  0.3123E-81  0.4800E+02
-11.145  0.3123E-81  0.4800E+02
-11.144  0.3123E-81  0.4800E+02
-11.144  0.3123E-81  0.4800E+02
-11.143  0.3123E-81  0.4800E+02
-11.143  0.3123E-81  0.4800E+02
-11.142  0.3123E-81  0.4800E+02
-11.142  0.3123E-81  0.4800E+02
-11.141  0.3123E-81  0.4800E+02
-11.141  0.3123E-81  0.4800E+02
-11.140  0.3123E-81  0.4800E+02
-11.140  0.3123E-81  0.4800E+02
-11.139  0.3123E-81  0.4800E+02
-11.139  0.3123E-81  0.4800E+02
-11.138  0.3123E-81  0.4800E+02
-11.138  0.3123E-81  0.4800E+02
-11.137  0.3123E-81  0.4800E+02
-11.137  0.3123E-81  0.4800E+02
-11.136  0.3123E-81  0.4800E+02
-11.136  0.3123E-81  0.4800E+02
-11.135  0.3123E-81  0.4800E+02
-11.135  0.3123E-81  0.4800E+02
-11.134  0.3123E-81  0.4800E+02
-11.134  0.3123E-81  0.4800E+02
-11.133  0.3123E-81  0.4800E+02
-11.133  0.3123E-81  0.4800E+02
-11.132  0.3123E-81  0.4800E+02
-11.132  0.3123E-81  0.4800E+02
-11.131  0.3123E-81  0.4800E+02
-11.131  0.3123E-81  0.4800E+02
-11.130  0.3123E-81  0.4800E+02
-11.130  0.3123E-81  0.4800E+02
-11.129  0.3123E-81  0.4800E+02
-11.129  0.3123E-81  0.4800E+02
-11.128  0.3123E-81  0.4800E+02
-11.128  0.3123E-81  0.4800E+02
-11.127  0.3123E-81  0.4800E+02
-11.127  0.3123E-81  0.4800E+02
-11.126  0.3123E-81  0.4800E+02
-11.126  0.3123E-81  0.4800E+02
-11.125  0.3123E-81  0.4800E+02
-11.125  0.3123E-81  0.4800E+02
-11.124  0.3123E-81  0.4800E+02
-11.124  0.3123E-81  0.4800E+02
-11.123  0.3123E-81  0.4800E+02
-11.123  0.3123E-81  0.4800E+02
-11.122  0.3123E-81  0.4800E+02
-11.122  0.3123E-81  0.4800E+02
-11.121  0.3123E-81  0.4800E+02
-11.121  0.3123E-81  0.4800E+02
-11.120  0.3123E-81  0.4800E+02
-11.120  0.3123E-81  0.4800E+02
-11.119  0.3123E-81  0.4800E+02
-11.119  0.3123E-81  0.4800E+02
-11.118  0.3123E-81  0.4800E+02
-11.118  0.3123E-81  0.4800E+02
-11.117  0.3123E-81  0.4800E+02
-11.117  0.3123E-81  0.4800E+02
-11.116  0.3123E-81  0.4800E+02
-11.116  0.3123E-81  0.4800E+02
-11.115  0.3123E-81  0.4800E+02
-11.115  0.3123E-81  0.4800E+02
-11.114  0.3123E-81  0.4800E+02
-11.114  0.3123E-81  0.4800E+02
-11.113  0.3123E-81  0.4800E+02
-11.113  0.3123E-81  0.4800E+02
-11.112  0.3123E-81  0.4800E+02
-11.112  0.3123E-81  0.4800E+02
-11.111  0.3123E-81  0.4800E+02
-11.111  0.3123E-81  0.4800E+02
-11.110  0.3123E-81  0.4800E+02
-11.110  0.3123E-81  0.4800E+02
-11.109  0.3123E-81  0.4800E+02
-11.109  0.3123E-81  0.4800E+02
-11.108  0.3123E-81  0.4800E+02
-11.108  0.3123E-81  0.4800E+02
-11.107  0.3123E-81  0.4800E+02
-11.107  0.3123E-81  0.4800E+02
-11.106  0.3123E-81  0.4800E+02
-11.106  0.3123E-81  0.4800E+02
-11.105  0.3123E-81  0.4800E+02
-11.105  0.3123E-81  0.4800E+02
-11.104  0.3123E-81  0.4800E+02
-11.104  0.3123E-81  0.4800E+02
-11.103  0.3123E-81  0.4800E+02
-11.103  0.3123E-81  0.4800E+02
-11.102  0.3123E-81  0.4800E+02
-11.102  0.3123E-81  0.4800E+02
-11.101  0.3123E-81  0.4800E+02
-11.101  0.3123E-81  0.4800E+02
-11.100  0.3123E-81  0.4800E+02
-11.100  0.3123E-81  0.4800E+02
-11.099  0.3123E-81  0.4800E+02
-11.099  0.3123E-81  0.4800E+02
-11.098  0.3123E-81  0.4800E+02
-11.098  0.3123E-81  0.4800E+02
-11.097  0.3123E-81  0.4800E+02
-11.097  0.3123E-81  0.4800E+02
-11.096  0.3123E-81  0.4800E+02
-11.096  0.3123E-81  0.4800E+02
-11.095  0.3123E-81  0.4800E+02
-11.095  0.3123E-81  0.4800E+02
-11.094  0.3123E-81  0.4800E+02
-11.094  0.3123E-81  0.4800E+02
-11.093  0.3123E-81  0.4800E+02
-11.093  0.3123E-81  0.4800E+02
-11.092  0.3123E-81  0.4800E+02
-11.092  0.3123E-81  0.4800E+02
-11.091  0.3123E-81  0.4800E+02
-11.091  0.3123E-81  0.4800E+02
-11.090  0.3123E-81  0.4800E+02
-11.090  0.3123E-81  0.4800E+02
-11.089  0.3123E-81  0.4800E+02
-11.089  0.3123E-81  0.4800E+02
-11.088  0.3123E-81  0.4800E+02
-11.088  0.3123E-81  0.4800E+02
-11.087  0.3123E-81  0.4800E+02
-11.087  0.3123E-81  0.4800E+02
-11.086  0.3123E-81  0.4800E+02
-11.086  0.3123E-81  0.4800E+02
-11.085  0.3123E-81  0.4800E+02
-11.085  0.3123E-81  0.4800E+02
-11.084  0.3123E-81  0.4800E+02
-11.084  0.3123E-81  0.4800E+02
-11.083  0.3123E-81  0.4800E+02
-11.083  0.3123E-81  0.4800E+02
-11.082  0.3123E-81  0.4800E+02
-11.082  0.3123E-81  0.4800E+02
-11.081  0.3123E-81  0.4800E+02
-11.081  0.3123E-81  0.4800E+02
-11.080  0.3123E-81  0.4800E+02
-11.080  0.3123E-81  0.4800E+02
-11.079  0.3123E-81  0.4800E+02
-11.079  0.3123E-81  0.4800E+02
-11.078  0.3123E-81  0.4800E+02
-11.078  0.3123E-81  0.4800E+02
-11.077  0.3123E-81  0.4800E+02
-11.077  0.3123E-81  0.4800E+02
-11.076  0.3123E-81  0.4800E+02
-11.076  0.3123E-81  0.4800E+02
-11.075  0.3123E-81  0.4800E+02
-11.075  0.3123E-81  0.4800E+02
-11.074  0.3123E-81  0.4800E+02
-11.074  0.3123E-81  0.4800E+02
-11.073  0.3123E-81  0.4800E+02
-11.073  0.3123E-81  0.4800E+02
-11.072  0.3123E-81  0.4800E+02
-11.072  0.3123E-81  0.4800E+02
-11.071  0.3123E-81  0.4800E+02
-11.071  0.3123E-81  0.4800E+02
-11.070  0.3123E-81  0.4800E+02
-11.070  0.3123E-81  0.4800E+02
-11.069  0.3123E-81  0.4800E+02
-11.069  0.3123E-81  0.4800E+02
-11.068  0.3123E-81  0.4800E+02
-11.068  0.3123E-81  0.4800E+02
-11.067  0.3123E-81  0.4800E+02
-11.067  0.3123E-81  0.4800E+02
-11.066  0.3123E-81  0.4800E+02
-11.066  0.3123E-81  0.4800E+02
-11.065  0.3123E-81  0.4800E+02
-11.065  0.3123E-81  0.4800E+02
-11.064  0.3123E-81  0.4800E+02
-11.064  0.3123E-81  0.4800E+02
-11.063  0.3123E-81  0.4800E+02
-11.063  0.3123E-81  0.4800E+02
-11.062  0.3123E-81  0.4800E+02
-11.062  0.3123E-81  0.4800E+02
